음식점,사용자명,리뷰,_merge
화로상회 광운대본점,ssun0207,맛있었어요,both
화로상회 광운대본점,oh1****,배터지게 먹다가 주글뻔했어요 넘 맛나용 옴뇸뇨묨,both
화로상회 광운대본점,문지인44,맛있게 잘먹었습니다. 오랜만에 모여서 즐거운 시간 보냈어요.,both
화로상회 광운대본점,happyhappy56,맛있어요 재방문예정 입니다.,both
화로상회 광운대본점,ado****,항상 맛있어요,both
화로상회 광운대본점,yg2509,"맛있어요
친절하구
가족들 맛있게 잘 먹고왔네요",both
화로상회 광운대본점,냠냠냠먹어보자,"정말 맛있네요 무한리필이라 기대안했는데, 삼겹살이랑 특히 막창,,!! 진짜 맛있어요🥰",both
화로상회 광운대본점,yty****,👍,both
화로상회 광운대본점,집없는 청년,맛있어요,both
화로상회 광운대본점,쟈스민8,맛있고 알차게 먹고갑니다~,both
화로상회 광운대본점,Nblogger hoon,"친구들이랑 삼겹살 먹고싶을때 오는 집이에요
무한리필삼겹살처럼 안느껴지고 두툼한데 부드러워서 벌써 2번째 방문했습니다
소스도 여러가지 있고, 냉면 찌개도 깔끔해요

학교앞 고기집으로 강추드립니다 ㅎㅎ",both
화로상회 광운대본점,짝꿍땡이,ㆍ,both
화로상회 광운대본점,K써니짝궁60,"무한리필 고기 품질보소
다른 무한리필 고긱와는 비교불가",both
화로상회 광운대본점,seslevel,회식은 화로상회!! 숨어있는 맛집입니다. 가성비 대박 ~ 고기 질도 좋고 점원분들도 전부 친절하세요. 마지막은 무조건 갈막이 추천.. 양념도 강하지않고 간간히 괜찮습니다. 그리고 제일 마지막은 막창으로만 리필이 가능해서 정말 최고 =),both
화로상회 광운대본점,crazyparao,맛나고 친절하고~ ,both
화로상회 광운대본점,ths****,너무 맛있어요..!!,both
화로상회 광운대본점,울트라캡숑허접,맛있게 잘 먹었습니다. 만족합니다.,both
화로상회 광운대본점,jin****,굿,both
화로상회 광운대본점,보리264,굳,both
화로상회 광운대본점,kmj****,굿!!,both
화로상회 광운대본점,Oo마녀oO,"고기 상태 좋고 맛남. 대학가라 시끄러워서 직원 부르기 힘든데 그래도 테이블에 오면 직원들 친절.
셀프바(?) 도 깔끔.

전반적으로 좋았음",both
화로상회 광운대본점,복리,맛은 있는데~,both
화로상회 광운대본점,K써니짝궁60,두투한 삼겹이 진짜 맛있어요,both
화로상회 광운대본점,nam****,조아요,both
화로상회 광운대본점,Jejusky,"추석 당일에 설마 오픈할까, 사람 많을까 하고 갔더니만 직원 세 분이서 꽉찬 테이블 손님들 응대하시느라 많이 정신 없고 바쁘셨을 텐데 항상 그랬던 것처럼 사장님 너무 친절하시고 메뉴도 빠르게 나왔어요!!!

요즘 점점 갈 수록 고기 질도 좋아지고 특히 막창이 진짜 미친 것 같아요...ㄹㅇ 원래 껍데기랑 번갈아가면서 시키는데 막창 썰어진 크기, 양, 육질까지 대구막창 그리워진 게 잊혀질 정도였어요👍

덕분에 추석 저녁 친구들이랑 덕분에 맛있게 먹었습니다😢 사장님도 추석 연휴 행복한 연휴되세요🙏",both
화로상회 광운대본점,꿀꿀이7219,"우왕~맛있어요 ^^
사장님 친절친절~~
굿~~또 방문하겠습니다",both
화로상회 광운대본점,양진수,주인장 친절하십니다. 배부르게 잘 먹었습니다.  ,both
화로상회 광운대본점,gkx****,"무엇보다 막창이맛있음ㅋㅋ 삼겹살,닭갈비 다 맛있는데 막창이 조금나오는데 맛있음ㅋㅋ 가성비좋아요",both
화로상회 광운대본점,gah****,맛나요,both
화로상회 광운대본점,주식누나,고기도 맛있고 물냉면도 맛있어요 영화표주는 이벤트도 좋아용,both
화로상회 광운대본점,a61****,좋아요,both
화로상회 광운대본점,다람쥐산책중,가성비 최고의 무한리필집 ㅋㅋ 넘 좋아여 막창 껍데기 갈비 삼겹살 다 먹을 수 있고 밥까지 무한리필ㄷㄷ 분위기도 활기차서 좋았어용,both
화로상회 광운대본점,ilillllil78,추천합니다,both
화로상회 광운대본점,sesy104,"무한리필집이 고기 주문할때마다 어찌나 표정관리를 안하시는지...
부담스러워서 어디 먹겠습니까...",both
화로상회 광운대본점,120985819,맛있어요,both
화로상회 광운대본점,내안의너38,너무 맛있는 음식이 해서 최고였어요,both
화로상회 광운대본점,먹사모1기,고기 퀄리티가 레를 넘어섭니다,both
화로상회 광운대본점,dynamicuk,좋아요,both
화로상회 광운대본점,sunnysunday,가성비굿,both
화로상회 광운대본점,오리공주님,삼겹살과 닭갈비가 맛있네요!,both
화로상회 광운대본점,seo****,굿,both
화로상회 광운대본점,rla****,"가성비 진짜 좋은 고깃집이예요
특히 막창이 너무 맛있어요
된장찌개도 맛있고 저렴한 가격에 음식질이 정말 좋아서 자주 방문할것 같아요",both
화로상회 광운대본점,깜지39,좋아요,both
화로상회 광운대본점,으농농이,알바생 친절해요 굿굿 근데 혼자서 힘들어 보임... 막창은 냄새나서 한입먹고 뱉었어요 똥내넘나요....ㅜㅜ,both
화로상회 광운대본점,abb****,좋아요,both
화로상회 광운대본점,joo****,^^!,both
화로상회 광운대본점,ETF 10틱 찾는 돼지,"언제나 맛있는 곳ㅎㅎ
특히 갈비에 흰쌀밥은 쵝오!!",both
화로상회 광운대본점,반짝반짝17,좋아요,both
화로상회 광운대본점,ETF 10틱 찾는 돼지,"이곳은 나의 고기맛집 탑3 안에 들어가는 곳!!
모든면에서 완벽함!
가격, 맛, 서비스 진짜 짱임",both
화로상회 광운대본점,라일락5098,"삼겹살 막창 돼지갈비 너무 맛있어요~
직원분들 친절하셔서 좋았어요~",both
화로상회 광운대본점,soro778828,굿,both
화로상회 광운대본점,Seng33,싸고 맛있어요-!-! 된장찌개 꼭 시키세요.. 존맛..,both
화로상회 광운대본점,이러나저러나구찌,굿,both
화로상회 광운대본점,꽁언니,"항상 넘 맛있게 먹고와요!! 
고기도 넘 신신해요!!",both
화로상회 광운대본점,roheyo,ㆍ,both
화로상회 광운대본점,로봉달,조아요,both
화로상회 광운대본점,난타2000,좋아요,both
화로상회 광운대본점,아이리스9411,직원분들 너무 친절했고 고기 정말 맛있었습니다!,both
화로상회 광운대본점,ssosso97,학생때 추억 살려서 갔는데 여전히 맛있네요..고기퀄 좋고 친절해요!,both
화로상회 광운대본점,eb****,진짜 맛있어요!!!^^,both
화로상회 광운대본점,86w****,사장님도 친절하시구 언제가도 맛잇습니나,both
화로상회 광운대본점,안쭈35,"고기도 맛나고 막창이랑 껍데기 잡내 하나도 없이 맛나요~
",both
화로상회 광운대본점,꼼지91,가성비 맛집 화로상회 자주 방문해요^^,both
화로상회 광운대본점,웃음스테이크,굿굿,both
화로상회 광운대본점,대박불끈,좋아요,both
화로상회 광운대본점,집없는 청년,"가성비 갑!
맛도있고 친절도 하고, 고기땡길때 가볍게 방문하기 좋은거 같아요",both
화로상회 광운대본점,jun****,굿,both
화로상회 광운대본점,진찐ㅎㅎㅎ,ㄱ,both
화로상회 광운대본점,jer****,좋아요,both
화로상회 광운대본점,jsangbae91,좋아요,both
화로상회 광운대본점,오로리76,"진심 가성비 최고입니다
고기질도 좋고 맛나요 특히 삼겹살!",both
화로상회 광운대본점,olive5184,굳,both
화로상회 광운대본점,사필귀정2,굿,both
화로상회 광운대본점,cjj****,"고기는 맛있고 직원들은 불친절합니다
사장님 직원관리 신경쓰세요 ",both
화로상회 광운대본점,jsm****,고기도 너무 맛있고 가성비 좋네요 여기 안지 2년 됐는데 매주 오는거 같아요 사장님도 친절하시고 알바생들도 다들 너무 좋으신거 같아요,both
화로상회 광운대본점,꼬밍95,대기는 많지만 굿,both
화로상회 광운대본점,ETF 10틱 찾는 돼지,진짜 너무 맛있어요. 심지어 가격도 착해,both
화로상회 광운대본점,대식가12,맛있습니다,both
화로상회 광운대본점,밍크 인플루언서,"장점 :  참숯에 구워서 고기가 맛있고 풍미가 좋고 고기의 잡냄새가 적고 특히, 옛날생갈비와 막창이 진짜 맛있고 괜찮습니다. 갈막이, 삼막이를 주로 시켜먹었는데 가장 입맛에 잘 맞았던 것 같네요.
단점 : 한번에 가져다주시는 막창이 살짝 적어요. 그리고 화력이 조금 약한 부분은 개선이 필요해보입니다. 그외에는 주변에서 인기있는 맛집으로 소문난곳이었네요...",both
화로상회 광운대본점,데빌사탕,좋은 가격에 맛 좋은 고기가 ㄷㄷ,both
화로상회 광운대본점,J의 일상,굿,both
화로상회 광운대본점,sk8****,"고 퀄리티 고기
하지만 가격은 가성비굳",both
화로상회 광운대본점,ado****,가격대비 넘 맛나요.고기종류도 다 신선하고 막창도 맛나고~~흠이라면! 학교앞이라 그런지 갈때마다 학생들이 넘 시끄러워요.전혀 다른손님들은 배려하지 않는 광운대생들..ㅜㅜ본인들만의 집인듯 착각하는거같아요.요새같은 코로나 상황에 마스크없이 먹을땐 좀 조심해주는게 예의일텐데..오늘만 살것처럼 불쾌하게 시끄럽더라구요.,both
화로상회 광운대본점,영수증요정,굿,both
화로상회 광운대본점,코벅이,"직원들 진짜 4가지 없어요 진짜
귀두컷하고 덩치있는 남자 자르세요 서비스업이 기본 마인드가 안돼있네요",both
화로상회 광운대본점,yum6117,맛있어요,both
화로상회 광운대본점,yg2509,맛있어요,both
화로상회 광운대본점,86w****,"진짜 맛있어요
이런가격에 이런질좋은 고기 함들어요",both
화로상회 광운대본점,Introduce MaMan TOP,"진짜 맛있습니다
갈막이 맛있었는데 닭갈이도 남편이 엄청좋아해요
고기, 갈비 땡길때 생각나는곳♡",both
화로상회 광운대본점,즐거이45,맛있어요!!!!,both
화로상회 광운대본점,ric****,"사장님 내외분 항상 겸손하시고 친절 합니다.
특히 손님을 돈으로만 보지않고 
고객과의 가격, 품질 약속 지키려고 
노력하시는게 느껴집니다.
파무침에 양파 같이 넣어주시면
더욱 맞있게 식사할수 있을거 같습니다 ^^
감사합니다",both
화로상회 광운대본점,happpyyy,"맛잇음
삼겹살이 제일",both
화로상회 광운대본점,별빛8351,"맛있어용-!-! 너무 기대하고가면 안되고요! 
가성비 좋은듯해요 많이는 못먹었지만 ㅋㅋ",left_only
화로상회 광운대본점,abc****,좋아요 다음에 또 갈꺼같아요 ,left_only
화로상회 광운대본점,dearian,맛있어요 :-),left_only
화로상회 광운대본점,꽁언니,맛있어요!! 고기도 샐바도 굿!!,left_only
화로상회 광운대본점,뾰햐,제일 맛있는 고기집!!,left_only
화로상회 광운대본점,아란8234,광운대에서 제일 맛있는 맛집입니당 ><,left_only
화로상회 광운대본점,이선주5271,화로상회중 제일 맛있어요 ㅋㅋ,left_only
화로상회 광운대본점,집없는 청년,저렴하고 맛있어요,left_only
화로상회 광운대본점,방가방가햄토리57,연기 흡입하는 기계에서 검은 기름 떨어져요ㅜ,left_only
화로상회 광운대본점,동디씨,"무한리필이라 기대안하고 갔는데 
기대 이상이고 엄청 맛있고 사장님이 너무 친절해요!!! 삼겹살이 아쥬 두껍고 좋아요!!!
다음에 또 가겠습니다!!!😀",left_only
화로상회 광운대본점,미징어0301,굳,left_only
화로상회 광운대본점,uji****,굿,left_only
화로상회 광운대본점,de****,괜찮아요,left_only
화로상회 광운대본점,Pesse6,"일하시는 분들도 착하시고 소스는 달콤이 👍
갈비도 맛있어용",left_only
화로상회 광운대본점,투훈남맘,좋아요,left_only
화로상회 광운대본점,751****,고기가 생각날 때 우리 동네 무한 리필,left_only
화로상회 광운대본점,이쁜공주92,좋아요,left_only
화로상회 광운대본점,노니야,맛있어요 근데 막창냄새가 좀 나염,left_only
화로상회 광운대본점,씨야77,맛있어요 자주가요~~,left_only
화로상회 광운대본점,3107585,곱창 넘 맛나오ㅡ~,left_only
화로상회 광운대본점,연꽃631,맛도 있지만 가게 들어서자마자 알바가 한숨쉬셨는데 그건좀 기분이 그랬네요 ㅠ 그래도 맛은있습니다!,left_only
화로상회 광운대본점,3107585,곱창 넘 맛납니다~~3,left_only
화로상회 광운대본점,딱조아95,친절해요,left_only
화로상회 광운대본점,fineapple35,고기리필이 빠르고 좋아요,left_only
화로상회 광운대본점,공 하,맛있고 친절하시고 !!,left_only
화로상회 광운대본점,연극치료사 김소진,완전 사랑하는 맛,left_only
화로상회 광운대본점,이신형51,맛있어요~,left_only
화로상회 광운대본점,1866,"무한리필 고기집중 최고에요
고기 질도 항상 좋고 맛있어요
",left_only
진미통닭,WD18,후라이드는 너무 맛있는데. 양념은 제입맛에는 맞지않네요.직접담그시는 치킨무.짱맛이에요,both
진미통닭,똥글이7717,매장가서 종종 먹었었는데 항상 주문했던 곳에서 갈아탔습니다~ 오늘은 포장해서 먹었는데 맛있어요:),both
진미통닭,WD18,"우리동네 치킨집중에 저는 여기가 제일 맛있어요.
치킨무 직접만드시는걸로 아는데.
무까지 맛있어요",both
진미통닭,쫄밍,염지가 제대로 된 옛날통닭집,both
진미통닭,ansswing,굿,both
진미통닭,Edward6831,오랜 동네 치킨 맛집,both
진미통닭,Edward6831,동네 치킨집 오래되었었죠,both
진미통닭,seo5475,굿,both
진미통닭,rud1278,맛나요,both
진미통닭,Edward6831,맛이 훌륭합니다,both
진미통닭,kym****,굿 👍 ,both
진미통닭,asqwe12319,좋아요,both
진미통닭,Edward6831,좋아요,both
진미통닭,똥글이7717,우연히 지나가다 먹어봤는데 맛있었어요! 추억이 되살아나는 맛이네요~ 주로 포장을 많이들 하시는 것 같더라구요. 조만간 또 방문할게요! ,both
진미통닭,happyhappy56,만족합니다.재방문예정입니다.,both
진미통닭,happyhappy56,만족합니다. 재방문예정 있습니다.,both
진미통닭,asqwe12319,맛있어요,both
진미통닭,pink00ss,굿,both
진미통닭,rud1278,친절해요,both
진미통닭,rud1278,좋아요,both
진미통닭,bim****,오 맛있어요 ㅎㅎ 종종 갈거같아요 옛날통닭맛 치킨이 너무 부드러워요,both
진미통닭,We can do it  현민은,맛이 굿,both
진미통닭,lov****,동네 숨어있는 맛집.  할머니가 만들어주시는 맛난 치킨 드셔보세요,both
진미통닭,핏숏,좋아요 : ),both
